PTS_HOME,PTS_AWAY,TEAM_NAME_HOME,TEAM_NAME_AWAY,GAME_DATE
105,86,Toronto Raptors,Minnesota Timberwolves,2012-11-04
108,88,Oklahoma City Thunder,Toronto Raptors,2012-11-06
109,104,Dallas Mavericks,Toronto Raptors,2012-11-07
83,93,Toronto Raptors,Philadelphia 76ers,2012-11-10
133,140,Toronto Raptors,Utah Jazz,2012-11-12
72,74,Indiana Pacers,Toronto Raptors,2012-11-13
107,89,Boston Celtics,Toronto Raptors,2012-11-17
97,86,Toronto Raptors,Orlando Magic,2012-11-18
106,98,Philadelphia 76ers,Toronto Raptors,2012-11-20
98,97,Charlotte Bobcats,Toronto Raptors,2012-11-21
91,90,Detroit Pistons,Toronto Raptors,2012-11-23
106,111,Toronto Raptors,San Antonio Spurs,2012-11-25
117,101,Houston Rockets,Toronto Raptors,2012-11-27
103,82,Memphis Grizzlies,Toronto Raptors,2012-11-28
101,97,Toronto Raptors,Phoenix Suns,2012-11-30
113,110,Denver Nuggets,Toronto Raptors,2012-12-03
107,100,Sacramento Kings,Toronto Raptors,2012-12-05
131,99,Utah Jazz,Toronto Raptors,2012-12-07
102,83,Los Angeles Clippers,Toronto Raptors,2012-12-09
92,74,Portland Trail Blazers,Toronto Raptors,2012-12-10
88,94,Toronto Raptors,Brooklyn Nets,2012-12-12
95,74,Toronto Raptors,Dallas Mavericks,2012-12-14
103,96,Toronto Raptors,Houston Rockets,2012-12-16
99,113,Cleveland Cavaliers,Toronto Raptors,2012-12-18
97,91,Toronto Raptors,Detroit Pistons,2012-12-19
93,90,Toronto Raptors,Orlando Magic,2012-12-21
100,80,San Antonio Spurs,Toronto Raptors,2012-12-26
97,104,New Orleans Hornets,Toronto Raptors,2012-12-28
88,123,Orlando Magic,Toronto Raptors,2012-12-29
102,79,Toronto Raptors,Portland Trail Blazers,2013-01-02
96,105,Toronto Raptors,Sacramento Kings,2013-01-04
92,104,Toronto Raptors,Oklahoma City Thunder,2013-01-06
90,72,Toronto Raptors,Philadelphia 76ers,2013-01-09
99,78,Toronto Raptors,Charlotte Bobcats,2013-01-11
96,107,Toronto Raptors,Milwaukee Bucks,2013-01-13
113,106,Brooklyn Nets,Toronto Raptors,2013-01-15
105,107,Toronto Raptors,Chicago Bulls,2013-01-16
108,101,Philadelphia 76ers,Toronto Raptors,2013-01-18
108,103,Toronto Raptors,Los Angeles Lakers,2013-01-20
123,116,Miami Heat,Toronto Raptors,2013-01-23
95,97,Orlando Magic,Toronto Raptors,2013-01-24
98,99,Toronto Raptors,Cleveland Cavaliers,2013-01-26
102,114,Toronto Raptors,Golden State Warriors,2013-01-28
93,92,Atlanta Hawks,Toronto Raptors,2013-01-30
98,73,Toronto Raptors,Los Angeles Clippers,2013-02-01
85,100,Toronto Raptors,Miami Heat,2013-02-03
95,99,Toronto Raptors,Boston Celtics,2013-02-06
98,100,Indiana Pacers,Toronto Raptors,2013-02-08
102,89,Toronto Raptors,New Orleans Hornets,2013-02-10
109,108,Toronto Raptors,Denver Nuggets,2013-02-12
88,92,New York Knicks,Toronto Raptors,2013-02-13
88,96,Washington Wizards,Toronto Raptors,2013-02-19
82,88,Toronto Raptors,Memphis Grizzlies,2013-02-20
100,98,Toronto Raptors,New York Knicks,2013-02-22
84,90,Toronto Raptors,Washington Wizards,2013-02-25
103,92,Cleveland Cavaliers,Toronto Raptors,2013-02-27
81,93,Toronto Raptors,Indiana Pacers,2013-03-01
122,114,Milwaukee Bucks,Toronto Raptors,2013-03-02
125,118,Golden State Warriors,Toronto Raptors,2013-03-04
71,98,Phoenix Suns,Toronto Raptors,2013-03-06
118,116,Los Angeles Lakers,Toronto Raptors,2013-03-08
100,96,Toronto Raptors,Cleveland Cavaliers,2013-03-10
112,88,Boston Celtics,Toronto Raptors,2013-03-13
92,78,Toronto Raptors,Charlotte Bobcats,2013-03-15
91,108,Toronto Raptors,Miami Heat,2013-03-17
107,101,Charlotte Bobcats,Toronto Raptors,2013-03-20
94,99,Toronto Raptors,New York Knicks,2013-03-22
110,84,New York Knicks,Toronto Raptors,2013-03-23
88,107,Toronto Raptors,Atlanta Hawks,2013-03-27
82,99,Detroit Pistons,Toronto Raptors,2013-03-29
109,92,Washington Wizards,Toronto Raptors,2013-03-31
98,108,Toronto Raptors,Detroit Pistons,2013-04-01
88,78,Toronto Raptors,Washington Wizards,2013-04-03
93,95,Minnesota Timberwolves,Toronto Raptors,2013-04-05
100,83,Milwaukee Bucks,Toronto Raptors,2013-04-06
98,101,Chicago Bulls,Toronto Raptors,2013-04-09
97,88,Toronto Raptors,Chicago Bulls,2013-04-12
93,87,Toronto Raptors,Brooklyn Nets,2013-04-14
96,113,Atlanta Hawks,Toronto Raptors,2013-04-16
114,90,Toronto Raptors,Boston Celtics,2013-04-17
93,87,Toronto Raptors,Boston Celtics,2013-10-30
102,95,Atlanta Hawks,Toronto Raptors,2013-11-01
90,97,Milwaukee Bucks,Toronto Raptors,2013-11-02
95,104,Toronto Raptors,Miami Heat,2013-11-05
92,90,Charlotte Bobcats,Toronto Raptors,2013-11-06
91,84,Indiana Pacers,Toronto Raptors,2013-11-08
115,91,Toronto Raptors,Utah Jazz,2013-11-09
110,104,Houston Rockets,Toronto Raptors,2013-11-11
87,103,Memphis Grizzlies,Toronto Raptors,2013-11-13
80,96,Toronto Raptors,Chicago Bulls,2013-11-15
110,118,Toronto Raptors,Portland Trail Blazers,2013-11-17
98,108,Philadelphia 76ers,Toronto Raptors,2013-11-20
96,88,Toronto Raptors,Washington Wizards,2013-11-22
100,102,Toronto Raptors,Brooklyn Nets,2013-11-26
83,90,Toronto Raptors,Miami Heat,2013-11-29
98,112,Toronto Raptors,Denver Nuggets,2013-12-01
112,103,Golden State Warriors,Toronto Raptors,2013-12-03
106,97,Phoenix Suns,Toronto Raptors,2013-12-06
94,106,Los Angeles Lakers,Toronto Raptors,2013-12-08
103,116,Toronto Raptors,San Antonio Spurs,2013-12-10
108,100,Toronto Raptors,Philadelphia 76ers,2013-12-13
77,99,Chicago Bulls,Toronto Raptors,2013-12-14
102,104,Toronto Raptors,Charlotte Bobcats,2013-12-18
108,109,Dallas Mavericks,Toronto Raptors,2013-12-20
98,104,Oklahoma City Thunder,Toronto Raptors,2013-12-22
112,99,San Antonio Spurs,Toronto Raptors,2013-12-23
83,95,New York Knicks,Toronto Raptors,2013-12-27
115,100,Toronto Raptors,New York Knicks,2013-12-28
79,85,Chicago Bulls,Toronto Raptors,2013-12-31
95,82,Toronto Raptors,Indiana Pacers,2014-01-01
88,101,Washington Wizards,Toronto Raptors,2014-01-03
102,97,Miami Heat,Toronto Raptors,2014-01-05
86,79,Indiana Pacers,Toronto Raptors,2014-01-07
112,91,Toronto Raptors,Detroit Pistons,2014-01-08
96,80,Toronto Raptors,Brooklyn Nets,2014-01-11
116,94,Toronto Raptors,Milwaukee Bucks,2014-01-13
88,83,Boston Celtics,Toronto Raptors,2014-01-15
94,89,Toronto Raptors,Minnesota Timberwolves,2014-01-17
106,112,Toronto Raptors,Los Angeles Lakers,2014-01-19
100,95,Charlotte Bobcats,Toronto Raptors,2014-01-20
93,85,Toronto Raptors,Dallas Mavericks,2014-01-22
95,104,Philadelphia 76ers,Toronto Raptors,2014-01-24
118,126,Toronto Raptors,Los Angeles Clippers,2014-01-25
103,104,Brooklyn Nets,Toronto Raptors,2014-01-27
98,83,Toronto Raptors,Orlando Magic,2014-01-29
90,100,Denver Nuggets,Toronto Raptors,2014-01-31
106,103,Portland Trail Blazers,Toronto Raptors,2014-02-01
79,94,Utah Jazz,Toronto Raptors,2014-02-03
109,101,Sacramento Kings,Toronto Raptors,2014-02-05
118,105,Los Angeles Clippers,Toronto Raptors,2014-02-07
108,101,Toronto Raptors,New Orleans Pelicans,2014-02-10
104,83,Toronto Raptors,Atlanta Hawks,2014-02-12
93,103,Washington Wizards,Toronto Raptors,2014-02-18
92,94,Toronto Raptors,Chicago Bulls,2014-02-19
98,91,Toronto Raptors,Cleveland Cavaliers,2014-02-21
105,90,Toronto Raptors,Orlando Magic,2014-02-23
93,99,Cleveland Cavaliers,Toronto Raptors,2014-02-25
129,134,Toronto Raptors,Washington Wizards,2014-02-27
104,98,Toronto Raptors,Golden State Warriors,2014-03-02
99,87,Toronto Raptors,Sacramento Kings,2014-03-07
104,111,Minnesota Timberwolves,Toronto Raptors,2014-03-09
101,97,Brooklyn Nets,Toronto Raptors,2014-03-10
101,87,Toronto Raptors,Detroit Pistons,2014-03-12
99,86,Toronto Raptors,Memphis Grizzlies,2014-03-14
113,121,Toronto Raptors,Phoenix Suns,2014-03-16
118,113,Atlanta Hawks,Toronto Raptors,2014-03-18
100,107,New Orleans Pelicans,Toronto Raptors,2014-03-19
118,119,Toronto Raptors,Oklahoma City Thunder,2014-03-21
96,86,Toronto Raptors,Atlanta Hawks,2014-03-23
96,86,Toronto Raptors,Atlanta Hawks,2014-03-23
102,100,Cleveland Cavaliers,Toronto Raptors,2014-03-25
90,99,Boston Celtics,Toronto Raptors,2014-03-26
105,103,Toronto Raptors,Boston Celtics,2014-03-28
93,98,Orlando Magic,Toronto Raptors,2014-03-30
93,98,Orlando Magic,Toronto Raptors,2014-03-30
93,83,Miami Heat,Toronto Raptors,2014-03-31
93,83,Miami Heat,Toronto Raptors,2014-03-31
107,103,Toronto Raptors,Houston Rockets,2014-04-02
102,94,Toronto Raptors,Indiana Pacers,2014-04-04
102,94,Toronto Raptors,Indiana Pacers,2014-04-04
98,102,Milwaukee Bucks,Toronto Raptors,2014-04-05
98,102,Milwaukee Bucks,Toronto Raptors,2014-04-05
125,114,Toronto Raptors,Philadelphia 76ers,2014-04-09
100,108,Toronto Raptors,New York Knicks,2014-04-11
100,108,Toronto Raptors,New York Knicks,2014-04-11
107,116,Detroit Pistons,Toronto Raptors,2014-04-13
107,116,Detroit Pistons,Toronto Raptors,2014-04-13
110,100,Toronto Raptors,Milwaukee Bucks,2014-04-14
95,92,New York Knicks,Toronto Raptors,2014-04-16
109,102,Toronto Raptors,Atlanta Hawks,2014-10-29
95,108,Orlando Magic,Toronto Raptors,2014-11-01
107,102,Miami Heat,Toronto Raptors,2014-11-02
100,88,Toronto Raptors,Oklahoma City Thunder,2014-11-04
107,110,Boston Celtics,Toronto Raptors,2014-11-05
103,84,Toronto Raptors,Washington Wizards,2014-11-07
120,88,Toronto Raptors,Philadelphia 76ers,2014-11-09
104,100,Toronto Raptors,Orlando Magic,2014-11-11
93,100,Toronto Raptors,Chicago Bulls,2014-11-13
111,93,Toronto Raptors,Utah Jazz,2014-11-15
96,92,Toronto Raptors,Memphis Grizzlies,2014-11-19
124,82,Toronto Raptors,Milwaukee Bucks,2014-11-21
93,110,Cleveland Cavaliers,Toronto Raptors,2014-11-22
104,100,Toronto Raptors,Phoenix Suns,2014-11-24
115,126,Atlanta Hawks,Toronto Raptors,2014-11-26
102,106,Toronto Raptors,Dallas Mavericks,2014-11-28
129,122,Los Angeles Lakers,Toronto Raptors,2014-11-30
109,117,Sacramento Kings,Toronto Raptors,2014-12-02
104,123,Utah Jazz,Toronto Raptors,2014-12-03
91,105,Toronto Raptors,Cleveland Cavaliers,2014-12-05
112,107,Toronto Raptors,Denver Nuggets,2014-12-08
105,101,Cleveland Cavaliers,Toronto Raptors,2014-12-09
106,94,Toronto Raptors,Indiana Pacers,2014-12-12
90,95,New York Knicks,Toronto Raptors,2014-12-14
95,82,Toronto Raptors,Orlando Magic,2014-12-15
105,89,Toronto Raptors,Brooklyn Nets,2014-12-17
100,110,Detroit Pistons,Toronto Raptors,2014-12-19
118,108,Toronto Raptors,New York Knicks,2014-12-21
129,120,Chicago Bulls,Toronto Raptors,2014-12-22
98,110,Los Angeles Clippers,Toronto Raptors,2014-12-27
102,116,Denver Nuggets,Toronto Raptors,2014-12-28
102,97,Portland Trail Blazers,Toronto Raptors,2014-12-30
126,105,Golden State Warriors,Toronto Raptors,2015-01-02
125,109,Phoenix Suns,Toronto Raptors,2015-01-04
95,103,Toronto Raptors,Charlotte Hornets,2015-01-08
109,96,Toronto Raptors,Boston Celtics,2015-01-10
111,114,Toronto Raptors,Detroit Pistons,2015-01-12
100,84,Toronto Raptors,Philadelphia 76ers,2015-01-14
89,110,Toronto Raptors,Atlanta Hawks,2015-01-16
93,95,Toronto Raptors,New Orleans Pelicans,2015-01-18
89,92,Milwaukee Bucks,Toronto Raptors,2015-01-19
92,86,Memphis Grizzlies,Toronto Raptors,2015-01-21
86,91,Philadelphia 76ers,Toronto Raptors,2015-01-23
114,110,Toronto Raptors,Detroit Pistons,2015-01-25
91,104,Indiana Pacers,Toronto Raptors,2015-01-27
119,102,Toronto Raptors,Sacramento Kings,2015-01-28
122,127,Brooklyn Nets,Toronto Raptors,2015-01-30
116,120,Washington Wizards,Toronto Raptors,2015-01-31
75,82,Toronto Raptors,Milwaukee Bucks,2015-02-02
93,109,Toronto Raptors,Brooklyn Nets,2015-02-04
123,107,Toronto Raptors,Los Angeles Clippers,2015-02-06
87,82,Toronto Raptors,San Antonio Spurs,2015-02-08
95,93,Toronto Raptors,Washington Wizards,2015-02-11
80,105,Atlanta Hawks,Toronto Raptors,2015-02-20
98,76,Houston Rockets,Toronto Raptors,2015-02-21
100,97,New Orleans Pelicans,Toronto Raptors,2015-02-23
99,92,Dallas Mavericks,Toronto Raptors,2015-02-24
89,113,Toronto Raptors,Golden State Warriors,2015-02-27
103,98,New York Knicks,Toronto Raptors,2015-02-28
103,114,Philadelphia 76ers,Toronto Raptors,2015-03-02
112,120,Toronto Raptors,Cleveland Cavaliers,2015-03-04
103,94,Charlotte Hornets,Toronto Raptors,2015-03-06
108,104,Oklahoma City Thunder,Toronto Raptors,2015-03-08
117,107,San Antonio Spurs,Toronto Raptors,2015-03-10
102,92,Toronto Raptors,Miami Heat,2015-03-13
97,113,Toronto Raptors,Portland Trail Blazers,2015-03-15
98,117,Indiana Pacers,Toronto Raptors,2015-03-16
105,100,Toronto Raptors,Minnesota Timberwolves,2015-03-18
108,92,Chicago Bulls,Toronto Raptors,2015-03-20
106,89,Toronto Raptors,New York Knicks,2015-03-22
108,104,Detroit Pistons,Toronto Raptors,2015-03-24
103,116,Toronto Raptors,Chicago Bulls,2015-03-25
94,83,Toronto Raptors,Los Angeles Lakers,2015-03-27
99,96,Toronto Raptors,Houston Rockets,2015-03-30
99,113,Minnesota Timberwolves,Toronto Raptors,2015-04-01
114,109,Brooklyn Nets,Toronto Raptors,2015-04-03
116,117,Toronto Raptors,Boston Celtics,2015-04-04
74,92,Charlotte Hornets,Toronto Raptors,2015-04-08
99,101,Orlando Magic,Toronto Raptors,2015-04-10
104,107,Miami Heat,Toronto Raptors,2015-04-11
95,93,Boston Celtics,Toronto Raptors,2015-04-14
92,87,Toronto Raptors,Charlotte Hornets,2015-04-15
106,99,Toronto Raptors,Indiana Pacers,2015-10-28
103,113,Boston Celtics,Toronto Raptors,2015-10-30
106,87,Toronto Raptors,Milwaukee Bucks,2015-11-01
91,102,Dallas Mavericks,Toronto Raptors,2015-11-03
98,103,Oklahoma City Thunder,Toronto Raptors,2015-11-04
92,87,Orlando Magic,Toronto Raptors,2015-11-06
96,76,Miami Heat,Toronto Raptors,2015-11-08
109,111,Toronto Raptors,New York Knicks,2015-11-10
103,119,Philadelphia 76ers,Toronto Raptors,2015-11-11
100,81,Toronto Raptors,New Orleans Pelicans,2015-11-13
107,101,Sacramento Kings,Toronto Raptors,2015-11-15
115,110,Golden State Warriors,Toronto Raptors,2015-11-17
93,89,Utah Jazz,Toronto Raptors,2015-11-18
91,102,Los Angeles Lakers,Toronto Raptors,2015-11-20
80,91,LA Clippers,Toronto Raptors,2015-11-22
103,99,Toronto Raptors,Cleveland Cavaliers,2015-11-25
82,84,Washington Wizards,Toronto Raptors,2015-11-28
102,107,Toronto Raptors,Phoenix Suns,2015-11-29
86,96,Atlanta Hawks,Toronto Raptors,2015-12-02
105,106,Toronto Raptors,Denver Nuggets,2015-12-03
109,112,Toronto Raptors,Golden State Warriors,2015-12-05
102,93,Toronto Raptors,Los Angeles Lakers,2015-12-07
97,94,Toronto Raptors,San Antonio Spurs,2015-12-09
90,83,Toronto Raptors,Milwaukee Bucks,2015-12-11
96,76,Toronto Raptors,Philadelphia 76ers,2015-12-13
106,90,Indiana Pacers,Toronto Raptors,2015-12-14
109,99,Charlotte Hornets,Toronto Raptors,2015-12-17
94,108,Miami Heat,Toronto Raptors,2015-12-18
94,104,Toronto Raptors,Sacramento Kings,2015-12-20
103,99,Toronto Raptors,Dallas Mavericks,2015-12-22
90,111,Milwaukee Bucks,Toronto Raptors,2015-12-26
104,97,Chicago Bulls,Toronto Raptors,2015-12-28
94,91,Toronto Raptors,Washington Wizards,2015-12-30
104,94,Toronto Raptors,Charlotte Hornets,2016-01-01
113,115,Toronto Raptors,Chicago Bulls,2016-01-03
122,100,Cleveland Cavaliers,Toronto Raptors,2016-01-04
74,91,Brooklyn Nets,Toronto Raptors,2016-01-06
88,97,Washington Wizards,Toronto Raptors,2016-01-08
95,108,Philadelphia 76ers,Toronto Raptors,2016-01-09
103,106,Orlando Magic,Toronto Raptors,2016-01-14
112,100,Toronto Raptors,Brooklyn Nets,2016-01-18
115,109,Toronto Raptors,Boston Celtics,2016-01-20
101,81,Toronto Raptors,Miami Heat,2016-01-22
112,94,Toronto Raptors,LA Clippers,2016-01-24
106,89,Toronto Raptors,Washington Wizards,2016-01-26
103,93,Toronto Raptors,New York Knicks,2016-01-28
111,107,Toronto Raptors,Detroit Pistons,2016-01-30
112,93,Denver Nuggets,Toronto Raptors,2016-02-01
97,104,Phoenix Suns,Toronto Raptors,2016-02-02
103,110,Portland Trail Blazers,Toronto Raptors,2016-02-04
89,103,Detroit Pistons,Toronto Raptors,2016-02-08
117,112,Minnesota Timberwolves,Toronto Raptors,2016-02-10
116,106,Chicago Bulls,Toronto Raptors,2016-02-19
98,85,Toronto Raptors,Memphis Grizzlies,2016-02-21
95,122,New York Knicks,Toronto Raptors,2016-02-22
114,105,Toronto Raptors,Minnesota Timberwolves,2016-02-24
99,97,Toronto Raptors,Cleveland Cavaliers,2016-02-26
114,101,Detroit Pistons,Toronto Raptors,2016-02-28
104,94,Toronto Raptors,Utah Jazz,2016-03-02
117,115,Toronto Raptors,Portland Trail Blazers,2016-03-04
107,113,Toronto Raptors,Houston Rockets,2016-03-06
104,99,Toronto Raptors,Brooklyn Nets,2016-03-08
104,96,Toronto Raptors,Atlanta Hawks,2016-03-10
112,104,Toronto Raptors,Miami Heat,2016-03-12
107,109,Toronto Raptors,Chicago Bulls,2016-03-14
89,107,Milwaukee Bucks,Toronto Raptors,2016-03-15
94,101,Indiana Pacers,Toronto Raptors,2016-03-17
105,91,Toronto Raptors,Boston Celtics,2016-03-18
105,100,Toronto Raptors,Orlando Magic,2016-03-20
91,79,Boston Celtics,Toronto Raptors,2016-03-23
112,109,Houston Rockets,Toronto Raptors,2016-03-25
91,115,New Orleans Pelicans,Toronto Raptors,2016-03-26
100,119,Toronto Raptors,Oklahoma City Thunder,2016-03-28
105,97,Toronto Raptors,Atlanta Hawks,2016-03-30
95,99,Memphis Grizzlies,Toronto Raptors,2016-04-01
102,95,San Antonio Spurs,Toronto Raptors,2016-04-02
96,90,Toronto Raptors,Charlotte Hornets,2016-04-05
95,87,Atlanta Hawks,Toronto Raptors,2016-04-07
111,98,Toronto Raptors,Indiana Pacers,2016-04-08
89,93,New York Knicks,Toronto Raptors,2016-04-10
122,98,Toronto Raptors,Philadelphia 76ers,2016-04-12
96,103,Brooklyn Nets,Toronto Raptors,2016-04-13
109,91,Toronto Raptors,Detroit Pistons,2016-10-26
91,94,Toronto Raptors,Cleveland Cavaliers,2016-10-28
105,102,Toronto Raptors,Denver Nuggets,2016-10-31
103,113,Washington Wizards,Toronto Raptors,2016-11-02
96,87,Toronto Raptors,Miami Heat,2016-11-04
91,96,Toronto Raptors,Sacramento Kings,2016-11-06
102,112,Oklahoma City Thunder,Toronto Raptors,2016-11-09
111,113,Charlotte Hornets,Toronto Raptors,2016-11-11
118,107,Toronto Raptors,New York Knicks,2016-11-12
121,117,Cleveland Cavaliers,Toronto Raptors,2016-11-15
121,127,Toronto Raptors,Golden State Warriors,2016-11-16
111,113,Denver Nuggets,Toronto Raptors,2016-11-18
102,99,Sacramento Kings,Toronto Raptors,2016-11-20
123,115,LA Clippers,Toronto Raptors,2016-11-21
102,115,Houston Rockets,Toronto Raptors,2016-11-23
99,105,Milwaukee Bucks,Toronto Raptors,2016-11-25
122,95,Toronto Raptors,Philadelphia 76ers,2016-11-28
120,105,Toronto Raptors,Memphis Grizzlies,2016-11-30
113,80,Toronto Raptors,Los Angeles Lakers,2016-12-02
128,84,Toronto Raptors,Atlanta Hawks,2016-12-03
112,116,Toronto Raptors,Cleveland Cavaliers,2016-12-05
124,110,Toronto Raptors,Minnesota Timberwolves,2016-12-08
94,101,Boston Celtics,Toronto Raptors,2016-12-09
122,100,Toronto Raptors,Milwaukee Bucks,2016-12-12
114,123,Philadelphia 76ers,Toronto Raptors,2016-12-14
121,125,Toronto Raptors,Atlanta Hawks,2016-12-16
79,109,Orlando Magic,Toronto Raptors,2016-12-18
116,104,Toronto Raptors,Brooklyn Nets,2016-12-20
98,104,Utah Jazz,Toronto Raptors,2016-12-23
91,95,Portland Trail Blazers,Toronto Raptors,2016-12-26
121,111,Golden State Warriors,Toronto Raptors,2016-12-28
99,91,Phoenix Suns,Toronto Raptors,2016-12-29
114,123,Los Angeles Lakers,Toronto Raptors,2017-01-01
110,82,San Antonio Spurs,Toronto Raptors,2017-01-03
101,93,Toronto Raptors,Utah Jazz,2017-01-05
123,118,Chicago Bulls,Toronto Raptors,2017-01-07
122,129,Toronto Raptors,Houston Rockets,2017-01-08
114,106,Toronto Raptors,Boston Celtics,2017-01-10
132,113,Toronto Raptors,Brooklyn Nets,2017-01-13
116,101,Toronto Raptors,New York Knicks,2017-01-15
109,119,Brooklyn Nets,Toronto Raptors,2017-01-17
94,89,Philadelphia 76ers,Toronto Raptors,2017-01-18
113,78,Charlotte Hornets,Toronto Raptors,2017-01-20
103,115,Toronto Raptors,Phoenix Suns,2017-01-22
106,108,Toronto Raptors,San Antonio Spurs,2017-01-24
101,99,Memphis Grizzlies,Toronto Raptors,2017-01-25
102,86,Toronto Raptors,Milwaukee Bucks,2017-01-27
113,114,Toronto Raptors,Orlando Magic,2017-01-29
108,106,Toronto Raptors,New Orleans Pelicans,2017-01-31
109,104,Boston Celtics,Toronto Raptors,2017-02-01
102,94,Orlando Magic,Toronto Raptors,2017-02-03
95,103,Brooklyn Nets,Toronto Raptors,2017-02-05
118,109,Toronto Raptors,LA Clippers,2017-02-06
112,109,Minnesota Timberwolves,Toronto Raptors,2017-02-08
101,102,Toronto Raptors,Detroit Pistons,2017-02-12
105,94,Chicago Bulls,Toronto Raptors,2017-02-14
90,85,Toronto Raptors,Charlotte Hornets,2017-02-15
107,97,Toronto Raptors,Boston Celtics,2017-02-24
112,106,Toronto Raptors,Portland Trail Blazers,2017-02-26
91,92,New York Knicks,Toronto Raptors,2017-02-27
96,105,Toronto Raptors,Washington Wizards,2017-03-01
106,114,Washington Wizards,Toronto Raptors,2017-03-03
101,94,Milwaukee Bucks,Toronto Raptors,2017-03-04
87,94,New Orleans Pelicans,Toronto Raptors,2017-03-08
105,99,Atlanta Hawks,Toronto Raptors,2017-03-10
104,89,Miami Heat,Toronto Raptors,2017-03-11
100,78,Toronto Raptors,Dallas Mavericks,2017-03-13
102,123,Toronto Raptors,Oklahoma City Thunder,2017-03-16
75,87,Detroit Pistons,Toronto Raptors,2017-03-17
116,91,Toronto Raptors,Indiana Pacers,2017-03-19
122,120,Toronto Raptors,Chicago Bulls,2017-03-21
84,101,Miami Heat,Toronto Raptors,2017-03-23
86,94,Dallas Mavericks,Toronto Raptors,2017-03-25
131,112,Toronto Raptors,Orlando Magic,2017-03-27
106,110,Toronto Raptors,Charlotte Hornets,2017-03-29
111,100,Toronto Raptors,Indiana Pacers,2017-03-31
113,105,Toronto Raptors,Philadelphia 76ers,2017-04-02
108,90,Indiana Pacers,Toronto Raptors,2017-04-04
102,105,Detroit Pistons,Toronto Raptors,2017-04-05
96,94,Toronto Raptors,Miami Heat,2017-04-07
97,110,New York Knicks,Toronto Raptors,2017-04-09
83,98,Cleveland Cavaliers,Toronto Raptors,2017-04-12
117,100,Toronto Raptors,Chicago Bulls,2017-10-19
128,94,Toronto Raptors,Philadelphia 76ers,2017-10-21
101,97,San Antonio Spurs,Toronto Raptors,2017-10-23
117,112,Golden State Warriors,Toronto Raptors,2017-10-25
92,101,Los Angeles Lakers,Toronto Raptors,2017-10-27
85,99,Portland Trail Blazers,Toronto Raptors,2017-10-30
129,111,Denver Nuggets,Toronto Raptors,2017-11-01
100,109,Utah Jazz,Toronto Raptors,2017-11-03
96,107,Toronto Raptors,Washington Wizards,2017-11-05
119,114,Toronto Raptors,Chicago Bulls,2017-11-07
122,118,Toronto Raptors,New Orleans Pelicans,2017-11-09
95,94,Boston Celtics,Toronto Raptors,2017-11-12
113,129,Houston Rockets,Toronto Raptors,2017-11-14
116,125,New Orleans Pelicans,Toronto Raptors,2017-11-15
107,84,Toronto Raptors,New York Knicks,2017-11-17
100,91,Toronto Raptors,Washington Wizards,2017-11-19
108,100,New York Knicks,Toronto Raptors,2017-11-22
107,104,Indiana Pacers,Toronto Raptors,2017-11-24
78,112,Atlanta Hawks,Toronto Raptors,2017-11-25
126,113,Toronto Raptors,Charlotte Hornets,2017-11-29
120,115,Toronto Raptors,Indiana Pacers,2017-12-01
126,113,Toronto Raptors,Phoenix Suns,2017-12-05
107,116,Memphis Grizzlies,Toronto Raptors,2017-12-08
87,102,Sacramento Kings,Toronto Raptors,2017-12-10
96,91,LA Clippers,Toronto Raptors,2017-12-11
109,115,Phoenix Suns,Toronto Raptors,2017-12-13
120,87,Toronto Raptors,Brooklyn Nets,2017-12-15
108,93,Toronto Raptors,Sacramento Kings,2017-12-17
111,129,Charlotte Hornets,Toronto Raptors,2017-12-20
109,114,Philadelphia 76ers,Toronto Raptors,2017-12-21
102,86,Toronto Raptors,Philadelphia 76ers,2017-12-23
98,93,Dallas Mavericks,Toronto Raptors,2017-12-26
124,107,Oklahoma City Thunder,Toronto Raptors,2017-12-27
111,98,Toronto Raptors,Atlanta Hawks,2017-12-29
131,127,Toronto Raptors,Milwaukee Bucks,2018-01-01
115,124,Chicago Bulls,Toronto Raptors,2018-01-03
110,129,Milwaukee Bucks,Toronto Raptors,2018-01-05
113,114,Brooklyn Nets,Toronto Raptors,2018-01-08
89,90,Toronto Raptors,Miami Heat,2018-01-09
133,99,Toronto Raptors,Cleveland Cavaliers,2018-01-11
125,127,Toronto Raptors,Golden State Warriors,2018-01-13
117,111,Philadelphia 76ers,Toronto Raptors,2018-01-15
96,91,Toronto Raptors,Detroit Pistons,2018-01-17
86,83,Toronto Raptors,San Antonio Spurs,2018-01-19
115,109,Minnesota Timberwolves,Toronto Raptors,2018-01-20
93,108,Atlanta Hawks,Toronto Raptors,2018-01-24
93,97,Toronto Raptors,Utah Jazz,2018-01-26
123,111,Toronto Raptors,Los Angeles Lakers,2018-01-28
109,104,Toronto Raptors,Minnesota Timberwolves,2018-01-30
122,119,Washington Wizards,Toronto Raptors,2018-02-01
130,105,Toronto Raptors,Portland Trail Blazers,2018-02-02
130,105,Toronto Raptors,Portland Trail Blazers,2018-02-02
101,86,Toronto Raptors,Memphis Grizzlies,2018-02-04
111,91,Toronto Raptors,Boston Celtics,2018-02-06
113,88,Toronto Raptors,New York Knicks,2018-02-08
103,123,Charlotte Hornets,Toronto Raptors,2018-02-11
115,112,Toronto Raptors,Miami Heat,2018-02-13
